"날짜","제품명","유형","고객문의","답변내용","담당자"
"2025-05-18","울트라 센서 Plus4","호환성","울트라 센서 Plus4를 애플 홈킷(HomeKit)에 연결할 수 있나요?","네, 울트라 센서 Plus4는 Matter 표준을 지원하므로, 애플 홈킷을 비롯하여 구글 홈, 아마존 알렉사, 삼성 스마트싱스 등 주요 스마트홈 플랫폼과 모두 원활하게 연동됩니다. Matter를 통해 한 번에 여러 플랫폼에 동시에 연결하여 사용할 수도 있습니다.","정하은"
"2025-05-18","네오 솔루션 Go","배송/결제","네오 솔루션 Go를 구독형으로 사용 중인데, 다음 달 결제 카드를 변경하고 싶습니다.","네, 고객님. 저희 솔루션 홈페이지에 로그인하신 후 '마이페이지 > 결제 정보 관리' 메뉴에서 결제 카드를 손쉽게 변경하실 수 있습니다. 다음 정기 결제일부터 변경된 카드로 자동 청구됩니다.","김민준"
"2025-05-17","퓨처 플랫폼 Lite1","기능/사용법","퓨처 플랫폼 Lite1은 무료 버전인가요? 기능 제한이 있나요?","퓨처 플랫폼 Lite1은 개인 개발자 및 소규모 프로젝트를 위한 무료 플랜입니다. 월간 API 호출 수, 데이터 저장 용량 등 일부 기능에 제한이 있지만, 플랫폼의 핵심 기능을 경험하고 프로토타입을 개발하기에는 충분합니다. 더 많은 리소스가 필요하시면 유료 플랜으로 업그레이드하실 수 있습니다.","이서연"
"2025-05-17","퀀텀 드론 Z","AS/교환/환불","퀀텀 드론 Z를 비행하다가 나무에 걸렸는데, 기체 회수 서비스 같은 것도 있나요?","안타깝게도 저희가 직접 기체 회수 서비스를 제공하지는 않습니다. 드론 비행은 항상 시야 내에서, 장애물이 없는 안전한 곳에서 해주시는 것이 중요합니다. 혹시 드론 케어 서비스에 가입하셨다면, 분실/회수불가 시에도 소정의 자기부담금으로 새 제품을 받으실 수 있으니 확인해 보시기 바랍니다.","박도윤"
"2025-05-16","스마트 드론 Pro8","기능/사용법","스마트 드론 Pro8의 카메라 센서 크기와 화소가 어떻게 되나요?","스마트 드론 Pro8은 1인치 CMOS 센서를 탑재하고 있으며, 최대 2000만 화소의 고해상도 사진과 4K 60fps 동영상 촬영이 가능합니다. 센서 크기가 커서 저조도 환경에서도 노이즈가 적고 뛰어난 품질의 결과물을 얻을 수 있습니다.","최지우"
"2025-05-16","하이퍼 키보드 Air","연결/설치","하이퍼 키보드 Air는 몇 대의 기기까지 멀티 페어링을 지원하나요?","하이퍼 키보드 Air는 블루투스를 통해 최대 3대의 기기까지 동시에 페어링할 수 있습니다. 키보드의 Fn키와 Q, W, E 키 조합으로 등록된 기기들 사이를 빠르고 간편하게 전환하며 사용할 수 있습니다.","정하은"
"2025-05-15","울트라 프로젝터","기능/사용법","울트라 프로젝터는 4K 해상도를 네이티브로 지원하나요?","네, 울트라 프로젝터는 0.47인치 DMD 칩을 탑재하여 3840x2160의 네이티브 4K UHD 해상도를 지원합니다. 4K 콘텐츠를 압축하거나 픽셀을 유동하는 방식이 아닌, 실제 830만개의 픽셀로 구현하여 매우 선명하고 디테일한 화질을 보여줍니다.","김민준"
"2025-05-15","기가 솔루션 Ultra","보안/기타","기가 솔루션 Ultra를 사용하려면 서버를 직접 구축해야 하나요, 아니면 클라우드 방식인가요?","기가 솔루션 Ultra는 두 가지 옵션을 모두 제공합니다. 고객사의 보안 정책에 따라 내부 서버에 직접 설치하여 운영하는 '온프레미스(On-premise)' 방식과, 저희가 관리하는 클라우드 서버를 통해 서비스를 구독하는 'SaaS(Software as a Service)' 방식 중 선택하실 수 있습니다.","이서연"
"2025-05-14","네오 카메라 Go","AS/교환/환불","네오 카메라 Go로 촬영한 영상의 날짜가 이상하게 나옵니다.","날짜/시간 설정이 잘못된 것 같습니다. 카메라 메뉴의 '설정 > 날짜/시간 설정'으로 들어가셔서 현재 날짜와 시간을 정확하게 다시 맞춰주시기 바랍니다. 한 번 설정해두시면 이후에는 자동으로 유지됩니다.","박도윤"
"2025-05-14","울트라 카메라 X","기능/사용법","울트라 카메라 X는 로그(Log) 촬영을 지원하나요?","네, 지원합니다. 울트라 카메라 X는 전문적인 영상 후반 작업을 위해 넓은 다이나믹 레인지를 확보할 수 있는 10비트 U-Log 촬영 프로파일을 제공합니다. U-Log로 촬영한 영상을 컬러 그레이딩하면 훨씬 풍부하고 영화적인 색감 표현이 가능합니다.","최지우"
"2025-05-13","고성능 센서 Plus","연결/설치","고성능 센서 Plus를 실외에 설치해서 미세먼지를 측정해도 되나요?","아니요, 고성능 센서 Plus는 실내 환경에 맞춰 설계된 제품입니다. 방수/방진 기능이 없어 비나 습기, 먼지에 직접 노출되는 실외 환경에 설치할 경우 센서가 손상되거나 측정값이 부정확해질 수 있습니다.","정하은"
"2025-05-13","무선 허브 Ultra","호환성","무선 허브 Ultra를 아이패드 프로에 연결하면 어떤 기능을 쓸 수 있나요?","아이패드 프로의 USB-C 포트에 무선 허브 Ultra를 연결하면, HDMI를 통한 외부 모니터 확장(스테이지 매니저 활용), USB-A 포트를 이용한 외장하드/키보드/마우스 연결, SD/MicroSD 카드 리더를 통한 사진 파일 전송, 3.5mm 오디오 잭을 통한 유선 이어폰 연결 등 데스크톱 PC처럼 활용할 수 있습니다.","김민준"
"2025-05-12","AI 솔루션 X8","기능/사용법","AI 솔루션 X8에서 제공하는 API의 호출 수 제한(Rate Limit)은 어떻게 되나요?","AI 솔루션 X8의 Pro 플랜 기준, API 호출 수는 기본적으로 분당 60회로 제한되어 있습니다. 더 높은 처리량이 필요하신 경우, 엔터프라이즈 플랜을 통해 전용 서버를 할당받고 맞춤형 호출 수 제한을 설정하실 수 있습니다. 자세한 내용은 영업팀에 문의 바랍니다.","이서연"
"2025-05-12","퀀텀 시스템 Plus1","AS/교환/환불","퀀텀 시스템 Plus1을 사용 중인데, 하드디스크에서 '딸깍'거리는 소리가 납니다.","하드디스크에서 반복적인 '딸깍' 소리가 나는 것은 물리적인 손상(배드 섹터 등)이 발생했을 가능성이 매우 높은 위험 신호입니다. 즉시 중요 데이터를 백업하시고, 더 이상 전원을 켜지 마신 채로 저희 서비스 센터에 연락하여 하드디스크 점검 및 교체를 받으셔야 합니다.","박도윤"
"2025-05-11","울트라 이어폰 Lite2","기능/사용법","울트라 이어폰 Lite2는 노이즈 캔슬링 기능이 있나요?","아니요, 울트라 이어폰 'Lite2' 모델은 합리적인 가격에 집중한 제품으로 액티브 노이즈 캔슬링(ANC) 기능은 포함되어 있지 않습니다. 커널형 디자인으로 물리적인 소음 차단(패시브 노이즈 캔슬링) 효과는 있습니다. ANC 기능이 필요하시다면 '울트라 이어폰 Pro' 모델을 추천합니다.","최지우"
"2025-05-11","무선 스피커 Pro","연결/설치","무선 스피커 Pro와 TV를 광케이블(Optical)로 연결했는데 소리가 안 나옵니다.","광케이블 연결 후 소리가 나지 않을 경우, TV의 오디오 출력 설정을 확인해야 합니다. TV 설정 메뉴의 '음향 > 소리 출력'에서 출력 스피커를 'TV 스피커'가 아닌 '광 디지털 출력' 또는 'Optical'로 변경해 주시고, '디지털 오디오 형식'을 'PCM'으로 설정해 주시기 바랍니다.","정하은"
"2025-05-10","네오 글래스 SE","보안/기타","네오 글래스 SE를 분실했습니다. 다른 사람이 제 정보를 볼 수 있나요?","네오 글래스 SE는 스마트폰과 블루투스 연결이 끊어지면 자동으로 잠금 상태가 되며, 미리 설정해 둔 PIN 번호나 패턴을 입력해야만 접근할 수 있습니다. 또한, 원격 데이터 삭제 기능을 지원하므로, 앱을 통해 분실한 기기의 모든 개인 정보를 원격으로 삭제할 수 있어 안전합니다.","김민준"
"2025-05-10","하이퍼 워치 Go","기능/사용법","하이퍼 워치 Go의 운동 측정 기능은 어떤 종목들을 지원하나요?","하이퍼 워치 Go는 걷기, 달리기, 자전거, 수영(실내/야외), 등산, 요가, 로잉머신 등 20가지 이상의 인기 있는 운동 종목을 자동으로 인식하고 측정할 수 있습니다. GPS가 내장되어 있어 스마트폰 없이도 달리기나 자전거 경로를 정확하게 기록합니다.","이서연"
"2025-05-09","고성능 드론 Ultra4","호환성","고성능 드론 Ultra4 조종기는 다른 드론 모델과도 호환되나요?","아니요, 고성능 드론 Ultra4에 포함된 스마트 조종기는 저희 자체 통신 프로토콜인 '울트라링크 3.0'을 사용하며, 고성능 드론 Ultra4 모델에만 호환되도록 설계되었습니다. 다른 드론과는 연결되지 않습니다.","박도윤"
"2025-05-09","울트라 충전기 Max9","기능/사용법","울트라 충전기 Max9은 포트가 4개던데, 총 출력과 각 포트별 최대 출력이 어떻게 되나요?","울트라 충전기 Max9은 총 140W의 매우 높은 출력을 제공합니다. 맨 위 C타입 1번 포트는 단독 사용 시 최대 140W(PD 3.1) 출력이 가능하여 고사양 노트북도 최대 속도로 충전할 수 있습니다. 나머지 포트들은 동시 사용 시 총 출력을 지능적으로 배분합니다. (예: 100W+30W, 65W+45W+30W 등)","최지우"
"2025-05-08","기가 키보드 Air3","AS/교환/환불","기가 키보드 Air3의 키캡이 깨졌는데, 키캡만 구매할 수 있을까요?","네, 고객님. 저희 스토어에서 '기가 키보드 Air3 교체용 키캡 세트'를 판매하고 있습니다. 다만, 특정 키캡 하나만은 판매하지 않고 전체 세트로만 판매하는 점 양해 부탁드립니다. 키캡 리무버를 이용해 손쉽게 교체하실 수 있습니다.","정하은"
"2025-05-08","AI 모니터 Z1","기능/사용법","AI 모니터 Z1의 AI 기능이라는 게 구체적으로 어떤 건가요?","AI 모니터 Z1은 내장된 프로세서와 센서를 통해 주변 조명 환경에 맞춰 자동으로 화면 밝기와 색온도를 최적화해주고, 사용자가 보고 있는 콘텐츠(영화, 게임, 문서)를 인식하여 가장 적합한 화질 모드로 자동 변경해주는 등 사용 편의성을 높이는 다양한 AI 기능을 제공합니다.","김민준"
"2025-05-07","무선 플랫폼 Pro6","보안/기타","무선 플랫폼 Pro6를 이용한 서비스 개발 시, 기술 지원을 받을 수 있나요?","네, 무선 플랫폼 Pro6 엔터프라이즈 라이선스를 구매하시면, 저희 전문 엔지니어 팀의 우선 기술 지원을 받으실 수 있습니다. 개발자 포털을 통해 SDK, API 문서 등을 제공하며, 전용 채널을 통해 기술 문의에 대한 빠른 답변을 받으실 수 있습니다.","이서연"
"2025-05-07","하이퍼 허브 Air","호환성","하이퍼 허브 Air의 HDMI 포트는 4K 60Hz를 지원하나요?","네, 하이퍼 허브 Air의 HDMI 포트는 HDMI 2.0 규격을 지원하여, 최대 4K(3840x2160) 해상도에서 60Hz의 부드러운 주사율로 영상 출력이 가능합니다. 단, 연결하시는 노트북의 USB-C 포트가 DP 1.4 Alt 모드를 지원해야 합니다.","박도윤"
"2025-05-06","스마트 플랫폼 X","기능/사용법","스마트 플랫폼 X에서 사용자별로 권한을 다르게 설정할 수 있나요?","네, 가능합니다. 스마트 플랫폼 X의 관리자 기능에서는 사용자 그룹별 또는 개별 사용자별로 접근 가능한 메뉴와 데이터, 편집/읽기 등의 권한을 세부적으로 설정할 수 있는 RBAC(역할 기반 접근 제어) 기능을 제공합니다.","최지우"
"2025-05-06","네오 이어폰 Ultra","AS/교환/환불","네오 이어폰 Ultra의 충전 케이스를 잃어버렸습니다. 케이스만 따로 구매 가능한가요?","네, 저희 공식 서비스 센터를 통해 충전 케이스만 별도로 구매하실 수 있습니다. 새로 구매하신 케이스와 기존에 가지고 계신 이어폰 유닛을 함께 센터로 가져오시거나 보내주시면, 엔지니어가 페어링 및 펌웨어 동기화 작업을 진행해 드립니다.","정하은"
"2025-05-05","고성능 이어폰 Go3","기능/사용법","고성능 이어폰 Go3는 게임 모드가 있나요? 지연 시간은 어느 정도인가요?","네, 전용 앱에서 '게임 모드'를 활성화하거나, 왼쪽 유닛을 세 번 터치하여 게임 모드를 켤 수 있습니다. 게임 모드에서는 블루투스 지연 시간을 약 60ms 수준까지 낮춰, 모바일 게임 시 사운드 밀림 현상을 거의 느끼지 않고 쾌적하게 플레이할 수 있습니다.","김민준"
"2025-05-05","하이퍼 마우스 Ultra6","호환성","하이퍼 마우스 Ultra6는 유리 위에서도 잘 작동하나요?","네, 하이퍼 마우스 Ultra6는 고정밀 다크필드(Darkfield) 센서를 탑재하여, 일반적인 광마우스가 작동하기 어려운 투명한 유리나 광택이 심한 대리석 표면 위에서도 별도의 마우스패드 없이 정확하게 포인터를 움직일 수 있습니다.","이서연"
"2025-05-04","퀀텀 드론 Plus","AS/교환/환불","퀀텀 드론 Plus를 중고로 구매했는데, 드론 케어 서비스를 양도받을 수 있나요?","네, 가능합니다. 판매자분께서 드론 케어 서비스를 해지하지 않으셨다면, 기체 소유권이 이전됨에 따라 케어 서비스도 함께 양도됩니다. 판매자분께 구매 영수증과 기체 시리얼 번호를 받아 저희 고객센터에 소유권 이전을 신청하시면 됩니다.","박도윤"
